pos;artist_name;playlist_index;artist_uri;album_uri;duration_ms_x;album_name;track_uri;track_name;Unnamed: 0;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;type;id;track_href;analysis_url;duration_ms_y;time_signature;chunk_x;genero;chunk_y;Unnamed: 3;loudness_mW
8;Natureboy;1;spotify:artist:3g3ew6TtLErig0QaTcSaPt;spotify:album:3d2Jini2y0bgHpvbcH1lql;260175;Only No One;spotify:track:5wNOm5nP4YRv2vywrgpwIq;Fortune Only;63;0.361;0.392;11;-11.679;1;0.0312;0.774;0.145;0.107;0.238;130.662;audio_features;5wNOm5nP4YRv2vywrgpwIq;https://api.spotify.com/v1/tracks/5wNOm5nP4YRv2vywrgpwIq;https://api.spotify.com/v1/audio-analysis/5wNOm5nP4YRv2vywrgpwIq;260176;3;2;[];1.0;;0.06793600430398661
9;Joy Again;1;spotify:artist:4jCIAMb0zEArF3GYEYzoDk;spotify:album:3P2dPVYccja3tNEIBN6Slx;179499;Looking out for You;spotify:track:0EKH4YxisqaxUMnV2x0ZrW;Looking out for You;64;0.682;0.9;9;-5.028;1;0.0873;0.0891;0.063;0.0685;0.937;100.721;audio_features;0EKH4YxisqaxUMnV2x0ZrW;https://api.spotify.com/v1/tracks/0EKH4YxisqaxUMnV2x0ZrW;https://api.spotify.com/v1/audio-analysis/0EKH4YxisqaxUMnV2x0ZrW;179499;4;2;['pov: indie'];1.0;;0.3141955284641073
10;Joy Again;1;spotify:artist:4jCIAMb0zEArF3GYEYzoDk;spotify:album:3ui8Pv7PnVKDpyLRGpYOcm;153573;Joy Again - EP;spotify:track:3MGo8vd3wIQ7PmHgj9hEdO;Necromancer;65;0.593;0.154;4;-12.668;1;0.0471;0.979;2.48e-05;0.116;0.115;118.151;audio_features;3MGo8vd3wIQ7PmHgj9hEdO;https://api.spotify.com/v1/tracks/3MGo8vd3wIQ7PmHgj9hEdO;https://api.spotify.com/v1/audio-analysis/3MGo8vd3wIQ7PmHgj9hEdO;153573;4;2;['pov: indie'];1.0;;0.05410034068634678
11;Joy Again;1;spotify:artist:4jCIAMb0zEArF3GYEYzoDk;spotify:album:3ui8Pv7PnVKDpyLRGpYOcm;118975;Joy Again - EP;spotify:track:13XifhwLU68h7Z3uCm8GLw;Mistakes;66;0.702;0.361;6;-9.078;1;0.0303;0.00344;0.838;0.29;0.367;106.137;audio_features;13XifhwLU68h7Z3uCm8GLw;https://api.spotify.com/v1/tracks/13XifhwLU68h7Z3uCm8GLw;https://api.spotify.com/v1/audio-analysis/13XifhwLU68h7Z3uCm8GLw;118975;4;2;['pov: indie'];1.0;;0.1236516739349173
12;Part Time;1;spotify:artist:5M0HAqHXyOh3q7WQnvce8o;spotify:album:2oc468vmeCfjey1EMET89s;233063;Virgo's Maze;spotify:track:3MK5vIP1wJqtxQOxp4d3j7;Strangest Eyes;67;0.748;0.625;6;-11.09;1;0.0306;0.135;0.887;0.105;0.814;125.563;audio_features;3MK5vIP1wJqtxQOxp4d3j7;https://api.spotify.com/v1/tracks/3MK5vIP1wJqtxQOxp4d3j7;https://api.spotify.com/v1/audio-analysis/3MK5vIP1wJqtxQOxp4d3j7;233064;4;2;['hypnagogic pop', 'indie garage rock'];1.0;;0.07780365510398041
13;Part Time;1;spotify:artist:5M0HAqHXyOh3q7WQnvce8o;spotify:album:2oc468vmeCfjey1EMET89s;282048;Virgo's Maze;spotify:track:0nKnz4M421QMOZyXSlw8pk;It's Elizabeth;68;0.516;0.626;10;-7.594;1;0.0326;0.00471;0.639;0.318;0.456;123.055;audio_features;0nKnz4M421QMOZyXSlw8pk;https://api.spotify.com/v1/tracks/0nKnz4M421QMOZyXSlw8pk;https://api.spotify.com/v1/audio-analysis/0nKnz4M421QMOZyXSlw8pk;282048;4;2;['hypnagogic pop', 'indie garage rock'];1.0;;0.17402033485388363
14;Part Time;1;spotify:artist:5M0HAqHXyOh3q7WQnvce8o;spotify:album:2oc468vmeCfjey1EMET89s;180816;Virgo's Maze;spotify:track:0y6J7BPS6JTDkFOB7HIYPt;Pussy of my Dreams;69;0.683;0.592;4;-11.749;1;0.0786;0.0024;0.00436;0.318;0.689;124.973;audio_features;0y6J7BPS6JTDkFOB7HIYPt;https://api.spotify.com/v1/tracks/0y6J7BPS6JTDkFOB7HIYPt;https://api.spotify.com/v1/audio-analysis/0y6J7BPS6JTDkFOB7HIYPt;180816;4;2;['hypnagogic pop', 'indie garage rock'];1.0;;0.06684978271615899
15;Part Time;1;spotify:artist:5M0HAqHXyOh3q7WQnvce8o;spotify:album:40FoS0PTwpc9NnMOhiIgcy;207266;What Would You Say?;spotify:track:7pQcijAjMJ6wAF1wTkR6bQ;19;70;0.609;0.536;1;-9.091;1;0.0317;1.84e-05;0.876;0.384;0.561;123.699;audio_features;7pQcijAjMJ6wAF1wTkR6bQ;https://api.spotify.com/v1/tracks/7pQcijAjMJ6wAF1wTkR6bQ;https://api.spotify.com/v1/audio-analysis/7pQcijAjMJ6wAF1wTkR6bQ;207266;4;2;['hypnagogic pop', 'indie garage rock'];1.0;;0.12328209330346722
16;King Krule;1;spotify:artist:4wyNyxs74Ux8UIDopNjIai;spotify:album:6zmDdgPRKrvYwXk8eWv3iK;312973;6 Feet Beneath The Moon;spotify:track:41KIQllu3eKuD4RdLSpzX0;Neptune Estate;71;0.653;0.657;1;-7.096;1;0.232;0.728;0.000264;0.276;0.223;79.968;audio_features;41KIQllu3eKuD4RdLSpzX0;https://api.spotify.com/v1/tracks/41KIQllu3eKuD4RdLSpzX0;https://api.spotify.com/v1/audio-analysis/41KIQllu3eKuD4RdLSpzX0;312973;4;2;['uk alternative pop'];1.0;;0.19516413002858266
17;The Preatures;1;spotify:artist:5gcDZA9xXCOspWgQilUYIu;spotify:album:3JxzIkZt1ttKx2Xr0J0w7l;207565;Blue Planet Eyes;spotify:track:71l93iUkmRg9jpeAgjN3LU;Somebody's Talking;72;0.498;0.657;5;-6.66;1;0.043;0.00434;0.000384;0.11;0.796;176.039;audio_features;71l93iUkmRg9jpeAgjN3LU;https://api.spotify.com/v1/tracks/71l93iUkmRg9jpeAgjN3LU;https://api.spotify.com/v1/audio-analysis/71l93iUkmRg9jpeAgjN3LU;207565;4;2;['australian indie', 'australian indie rock'];1.0;;0.21577444091526662
18;DIIV;1;spotify:artist:4OrizGCKhOrW6iDDJHN9xd;spotify:album:5PPPABn2aZ0jRuHPMONwSR;340366;Is the Is Are;spotify:track:2K0HAp3di1AvmIjYYdPk4J;Bent (Roi's Song);73;0.558;0.855;2;-5.243;1;0.0343;0.00342;0.934;0.175;0.574;130.01;audio_features;2K0HAp3di1AvmIjYYdPk4J;https://api.spotify.com/v1/tracks/2K0HAp3di1AvmIjYYdPk4J;https://api.spotify.com/v1/audio-analysis/2K0HAp3di1AvmIjYYdPk4J;340366;4;2;['brooklyn indie', 'dream pop', 'dreamo', 'indie rock', 'indie surf', 'modern dream pop', 'neo-psychedelic', 'nu gaze', 'shoegaze'];1.0;;0.29901983671705695
19;Gazebos;1;spotify:artist:5QP6YlOw9QlFgb6pRG6euk;spotify:album:5ZDhIDqJ43rWbMKUzQtJgI;288920;Die Alone;spotify:track:4RCjEqGNS8xdU4nOhzDp0E;Just Get High;74;0.337;0.701;9;-6.974;1;0.0306;0.00112;0.0;0.201;0.434;143.066;audio_features;4RCjEqGNS8xdU4nOhzDp0E;https://api.spotify.com/v1/tracks/4RCjEqGNS8xdU4nOhzDp0E;https://api.spotify.com/v1/audio-analysis/4RCjEqGNS8xdU4nOhzDp0E;288920;4;2;[];2.0;;0.20072432216432945
20;Tacocat;1;spotify:artist:3h0MN1neFknEvlYKxFmSQW;spotify:album:0VYPxPMRu8D7PYvsCgwuRE;156162;Lost Time;spotify:track:1sXFe0GAwr8ml6vKTViZLP;I Love Seattle;75;0.269;0.941;2;-4.604;1;0.0578;0.000173;1.13e-06;0.161;0.664;88.85;audio_features;1sXFe0GAwr8ml6vKTViZLP;https://api.spotify.com/v1/tracks/1sXFe0GAwr8ml6vKTViZLP;https://api.spotify.com/v1/audio-analysis/1sXFe0GAwr8ml6vKTViZLP;156162;4;2;['bubblegrunge', 'indie punk', 'indie surf', 'power-pop punk', 'riot grrrl', 'seattle indie'];2.0;;0.34641764103524886
21;Army Navy;1;spotify:artist:5kxbczSLck59eyR8GDsHd6;spotify:album:4ORfkLvCcVI8qhCfQrx2Mn;221853;Army Navy;spotify:track:0yh8lUyxqhugZ4pngSJjFO;Dark as Days;76;0.38;0.923;7;-4.04;1;0.067;0.00093;6.98e-05;0.256;0.516;143.057;audio_features;0yh8lUyxqhugZ4pngSJjFO;https://api.spotify.com/v1/tracks/0yh8lUyxqhugZ4pngSJjFO;https://api.spotify.com/v1/audio-analysis/0yh8lUyxqhugZ4pngSJjFO;221853;4;2;['modern power pop'];2.0;;0.3944573020752784
22;The Lonely Forest;1;spotify:artist:4Xo1N4V7w6qX23OHAPcLCe;spotify:album:4SKnp9LlgXiEeVVud74fTS;261146;Arrows;spotify:track:6BAwTzs5CWWuaaOpp6mTeL;End It Now!;77;0.265;0.947;2;-6.674;1;0.103;1.79e-05;0.000323;0.208;0.226;170.175;audio_features;6BAwTzs5CWWuaaOpp6mTeL;https://api.spotify.com/v1/tracks/6BAwTzs5CWWuaaOpp6mTeL;https://api.spotify.com/v1/audio-analysis/6BAwTzs5CWWuaaOpp6mTeL;261147;4;2;['washington indie'];2.0;;0.21507998622981178
23;Rooney;1;spotify:artist:78inRkIIF0n9R9I2HPoWP7;spotify:album:7kHRGtUgh8UTZhN3A8eJF1;212926;Calling The World;spotify:track:7bBEDtVmP86Zli3NmBV17y;When Did Your Heart Go Missing?;78;0.598;0.93;9;-4.014;0;0.0466;0.00176;0.0;0.0353;0.97;175.795;audio_features;7bBEDtVmP86Zli3NmBV17y;https://api.spotify.com/v1/tracks/7bBEDtVmP86Zli3NmBV17y;https://api.spotify.com/v1/audio-analysis/7bBEDtVmP86Zli3NmBV17y;213333;4;2;['modern power pop'];2.0;;0.3968258909509116
24;Bloc Party;1;spotify:artist:3MM8mtgFzaEJsqbjZBSsHJ;spotify:album:0O3cgZfGEuJYLgQn0DylFo;277533;Intimacy;spotify:track:6Y1iE1DeplhVDUgW8QiCaS;Signs;79;0.613;0.639;1;-9.681;0;0.0288;0.0184;0.431;0.0948;0.244;117.97;audio_features;6Y1iE1DeplhVDUgW8QiCaS;https://api.spotify.com/v1/tracks/6Y1iE1DeplhVDUgW8QiCaS;https://api.spotify.com/v1/audio-analysis/6Y1iE1DeplhVDUgW8QiCaS;277533;4;2;['alternative dance', 'alternative rock', 'dance-punk', 'indie rock', 'indietronica', 'modern rock', 'neo-synthpop', 'new rave'];2.0;;0.10762173768887862
25;Waxahatchee;1;spotify:artist:5IWCU0V9evBlW4gIeGY4zF;spotify:album:330rzJqNOw2BELsfWg3vXl;128186;Ivy Tripp;spotify:track:3F2UF9hqzcMIi41dmTvh4e;Under A Rock;80;0.326;0.84;2;-4.319;1;0.0592;0.000505;0.0;0.292;0.445;120.361;audio_features;3F2UF9hqzcMIi41dmTvh4e;https://api.spotify.com/v1/tracks/3F2UF9hqzcMIi41dmTvh4e;https://api.spotify.com/v1/audio-analysis/3F2UF9hqzcMIi41dmTvh4e;128187;4;2;['alabama indie', 'bubblegrunge', 'chamber pop', 'countrygaze', 'indie pop', 'indie rock'];2.0;;0.3699133456703485
26;Grizzly Bear;1;spotify:artist:2Jv5eshHtLycR6R8KQCdc4;spotify:album:6FIFqclBriPCb0SjWDaHIk;243160;Veckatimest;spotify:track:0iTpQYzJnYgh7kIxyq8A2O;Two Weeks;81;0.537;0.712;5;-5.597;1;0.0286;0.289;0.00568;0.08;0.704;159.871;audio_features;0iTpQYzJnYgh7kIxyq8A2O;https://api.spotify.com/v1/tracks/0iTpQYzJnYgh7kIxyq8A2O;https://api.spotify.com/v1/audio-analysis/0iTpQYzJnYgh7kIxyq8A2O;243160;4;2;['art pop', 'baroque pop', 'brooklyn indie', 'indie rock', 'neo-synthpop', 'new weird america'];2.0;;0.2756131914394798
27;Grizzly Bear;1;spotify:artist:2Jv5eshHtLycR6R8KQCdc4;spotify:album:57LAEzKL94ZHwbIkUWYCDY;318423;Shields;spotify:track:202QyrB6Q3Kimsr7KqJut3;Yet Again;82;0.472;0.875;4;-5.024;0;0.0446;0.00345;0.00576;0.128;0.461;136.064;audio_features;202QyrB6Q3Kimsr7KqJut3;https://api.spotify.com/v1/tracks/202QyrB6Q3Kimsr7KqJut3;https://api.spotify.com/v1/audio-analysis/202QyrB6Q3Kimsr7KqJut3;318423;4;2;['art pop', 'baroque pop', 'brooklyn indie', 'indie rock', 'neo-synthpop', 'new weird america'];2.0;;0.3144850465476961
28;Vampire Weekend;1;spotify:artist:5BvJzeQpmsdsFp4HGUYUEx;spotify:album:5oXBmKbyJeQftWMo87cQ9F;176466;Vampire Weekend;spotify:track:2qpQvKdVtxgTRu4q6xXrL7;Campus;83;0.637;0.704;7;-5.818;1;0.0658;0.22;0.0872;0.0849;0.645;162.959;audio_features;2qpQvKdVtxgTRu4q6xXrL7;https://api.spotify.com/v1/tracks/2qpQvKdVtxgTRu4q6xXrL7;https://api.spotify.com/v1/audio-analysis/2qpQvKdVtxgTRu4q6xXrL7;176467;4;2;['baroque pop', 'chamber pop', 'garage rock', 'indie rock', 'indietronica', 'modern rock'];2.0;;0.26193890037214895
29;The Babies;1;spotify:artist:1ZFl1BJzJDj3SdxLD4P48Z;spotify:album:7BQtpdUIIzfRggYzqqOfmm;135392;Our House on the Hill;spotify:track:08mEHKuCfCJeRyrJ6x7smE;Mess Me Around;84;0.326;0.886;9;-6.936;1;0.0395;0.000124;0.000147;0.221;0.583;157.057;audio_features;08mEHKuCfCJeRyrJ6x7smE;https://api.spotify.com/v1/tracks/08mEHKuCfCJeRyrJ6x7smE;https://api.spotify.com/v1/audio-analysis/08mEHKuCfCJeRyrJ6x7smE;135393;4;2;['garage pop', 'indie garage rock', 'noise pop'];2.0;;0.202488330653056
30;Kopecky;1;spotify:artist:0vRO9bFgOrDoFtLcDHV8b6;spotify:album:581UyGGQZpWEFMdv7BLlQA;173826;Drug For The Modern Age;spotify:track:3QYB3Ivwqh84aiuxyEjUFo;Talk To Me;85;0.738;0.74;0;-6.71;1;0.0303;0.00115;0.0135;0.0968;0.536;130.006;audio_features;3QYB3Ivwqh84aiuxyEjUFo;https://api.spotify.com/v1/tracks/3QYB3Ivwqh84aiuxyEjUFo;https://api.spotify.com/v1/audio-analysis/3QYB3Ivwqh84aiuxyEjUFo;173827;4;2;['nashville indie'];2.0;;0.21330449131465762
31;Nothing But Thieves;1;spotify:artist:1kDGbuxWknIKx4FlgWxiSp;spotify:album:0vBxqUHwetFn5jCwAKX7Uk;181146;Nothing But Thieves;spotify:track:13QI6bq0U8HMK7gUpAwFBK;Trip Switch;86;0.65;0.807;10;-4.157;0;0.0698;0.0197;0.00611;0.094;0.77;88.475;audio_features;13QI6bq0U8HMK7gUpAwFBK;https://api.spotify.com/v1/tracks/13QI6bq0U8HMK7gUpAwFBK;https://api.spotify.com/v1/audio-analysis/13QI6bq0U8HMK7gUpAwFBK;181147;4;2;['alternative pop rock', 'modern alternative rock', 'modern rock'];2.0;;0.3839723926353776
32;Dr. Dog;1;spotify:artist:4mLJ3XfOM5FPjSAWdQ2Jk7;spotify:album:6wY9YCNf0EpuogJgcPLY0W;233128;Heart It Races;spotify:track:2vupkXhwL4sNCRgNu72HCZ;Heart It Races - Dr Dog Version;87;0.705;0.474;10;-13.081;1;0.0391;0.443;0.0553;0.338;0.756;98.612;audio_features;2vupkXhwL4sNCRgNu72HCZ;https://api.spotify.com/v1/tracks/2vupkXhwL4sNCRgNu72HCZ;https://api.spotify.com/v1/audio-analysis/2vupkXhwL4sNCRgNu72HCZ;233128;4;2;['chamber pop', 'indie rock', 'modern folk rock', 'philly indie', 'pov: indie', 'stomp and holler'];2.0;;0.049192625243416485
33;My Morning Jacket;1;spotify:artist:43O3c6wewpzPKwVaGEEtBM;spotify:album:3S3ZsmUWCNT2MmeA9vbn31;232946;The Waterfall;spotify:track:4khStWYsg8yzAku9hgTFW9;Big Decisions;88;0.513;0.874;1;-5.828;1;0.0289;0.337;0.00343;0.126;0.586;98.003;audio_features;4khStWYsg8yzAku9hgTFW9;https://api.spotify.com/v1/tracks/4khStWYsg8yzAku9hgTFW9;https://api.spotify.com/v1/audio-analysis/4khStWYsg8yzAku9hgTFW9;232947;4;2;['chamber pop', 'indie rock', 'jam band', 'louisville indie', 'melancholia', 'roots rock', 'stomp and holler'];2.0;;0.26133645761890245
34;Wet;1;spotify:artist:2i9uaNzfUtuApAjEf1omV8;spotify:album:4vTrbwGUedO7SN3DqNOiYU;214266;Don't You;spotify:track:6a5xI87SEuxoeX6riFYEjM;It's All in Vain;89;0.703;0.387;0;-9.793;1;0.039;0.598;6.85e-05;0.103;0.298;120.044;audio_features;6a5xI87SEuxoeX6riFYEjM;https://api.spotify.com/v1/tracks/6a5xI87SEuxoeX6riFYEjM;https://api.spotify.com/v1/audio-analysis/6a5xI87SEuxoeX6riFYEjM;214267;4;2;['brooklyn indie', 'electropop', 'indie poptimism', 'nyc pop', 'shimmer pop'];2.0;;0.10488176807749863
35;Wet;1;spotify:artist:2i9uaNzfUtuApAjEf1omV8;spotify:album:4vTrbwGUedO7SN3DqNOiYU;217000;Don't You;spotify:track:1PW0MH1EwqC09G0OnnjnT4;Deadwater;90;0.657;0.467;10;-8.849;1;0.0437;0.316;0.00215;0.0891;0.21;135.143;audio_features;1PW0MH1EwqC09G0OnnjnT4;https://api.spotify.com/v1/tracks/1PW0MH1EwqC09G0OnnjnT4;https://api.spotify.com/v1/audio-analysis/1PW0MH1EwqC09G0OnnjnT4;217000;4;2;['brooklyn indie', 'electropop', 'indie poptimism', 'nyc pop', 'shimmer pop'];2.0;;0.13034668782410133
36;Steve Lacy;1;spotify:artist:57vWImR43h4CaDao012Ofp;spotify:album:33jE0rzk63VdTJcDukmjRa;129697;C U Girl;spotify:track:6FBzhcfgGacfXF3AmtfEaX;C U Girl;91;0.414;0.473;11;-8.911;0;0.116;0.663;0.0523;0.128;0.409;100.0;audio_features;6FBzhcfgGacfXF3AmtfEaX;https://api.spotify.com/v1/tracks/6FBzhcfgGacfXF3AmtfEaX;https://api.spotify.com/v1/audio-analysis/6FBzhcfgGacfXF3AmtfEaX;129698;4;2;['afrofuturism'];2.0;;0.1284990745822954
37;BROCKHAMPTON;1;spotify:artist:1Bl6wpkWCQ4KVgnASpvzzA;spotify:album:48IFY1wERoy8Lac5FuXHpc;302393;ALL-AMERICAN TRASH;spotify:track:2anAr4t1wpiy2qBK9CGnyn;HOME;92;0.534;0.36;11;-12.942;0;0.0778;0.296;0.00158;0.382;0.387;153.985;audio_features;2anAr4t1wpiy2qBK9CGnyn;https://api.spotify.com/v1/tracks/2anAr4t1wpiy2qBK9CGnyn;https://api.spotify.com/v1/audio-analysis/2anAr4t1wpiy2qBK9CGnyn;302393;4;2;['boy band', 'rap'];2.0;;0.050792548036502086
38;BROCKHAMPTON;1;spotify:artist:1Bl6wpkWCQ4KVgnASpvzzA;spotify:album:48IFY1wERoy8Lac5FuXHpc;91062;ALL-AMERICAN TRASH;spotify:track:0hkxAENNrJ18AzHqync5n3;CONTACTS;93;0.689;0.268;11;-15.722;1;0.505;0.923;1.69e-06;0.31;0.569;121.202;audio_features;0hkxAENNrJ18AzHqync5n3;https://api.spotify.com/v1/tracks/0hkxAENNrJ18AzHqync5n3;https://api.spotify.com/v1/audio-analysis/0hkxAENNrJ18AzHqync5n3;91063;3;2;['boy band', 'rap'];2.0;;0.02677934806259706
39;A.Dd+;1;spotify:artist:0oiw7PY6VPt7w2KsV9Xhcu;spotify:album:7HgnwHkCSXCbStpPSUoCaV;224549;Can't Come Down;spotify:track:3tvb5DvwShgHDcpumThLU4;Can't Come Down;94;0.721;0.674;0;-7.074;0;0.376;0.697;0.0;0.114;0.423;129.916;audio_features;3tvb5DvwShgHDcpumThLU4;https://api.spotify.com/v1/tracks/3tvb5DvwShgHDcpumThLU4;https://api.spotify.com/v1/audio-analysis/3tvb5DvwShgHDcpumThLU4;224550;4;2;[];2.0;;0.19615527877010813
40;Antwon;1;spotify:artist:7sV1sLUCpxr8MVlu0GyVU5;spotify:album:4hLr0uUQR5Kcz04YUvkvlU;196840;Luv;spotify:track:0KVMFZQKf7FEkgvYQvi8KA;Luv;95;0.812;0.573;10;-8.664;0;0.159;0.0138;0.0411;0.104;0.27;150.027;audio_features;0KVMFZQKf7FEkgvYQvi8KA;https://api.spotify.com/v1/tracks/0KVMFZQKf7FEkgvYQvi8KA;https://api.spotify.com/v1/audio-analysis/0KVMFZQKf7FEkgvYQvi8KA;196840;4;2;[];2.0;;0.13601913228556708
41;Antwon;1;spotify:artist:7sV1sLUCpxr8MVlu0GyVU5;spotify:album:3z3avdEJ6agC6JzWMYmqJn;195706;Dying in the Pussy;spotify:track:4hOwgpdVS1x1e2NxWCmDvL;Life Is What You Make It;96;0.612;0.85;2;-5.011;1;0.0495;0.212;0.000497;0.317;0.525;80.034;audio_features;4hOwgpdVS1x1e2NxWCmDvL;https://api.spotify.com/v1/tracks/4hOwgpdVS1x1e2NxWCmDvL;https://api.spotify.com/v1/audio-analysis/4hOwgpdVS1x1e2NxWCmDvL;195707;4;2;[];2.0;;0.3154278240344362
42;Night Lovell;1;spotify:artist:2y246nnP9pQT0E6v3ZMMOO;spotify:album:4IoGoJXlXVTyY7X3trKeq6;227115;Red Teenage Melody;spotify:track:6lt8N5nSY1EaiyeDRAIwcW;Contraband;97;0.801;0.679;4;-8.733;0;0.0526;0.17;7.22e-06;0.181;0.487;130.017;audio_features;6lt8N5nSY1EaiyeDRAIwcW;https://api.spotify.com/v1/tracks/6lt8N5nSY1EaiyeDRAIwcW;https://api.spotify.com/v1/audio-analysis/6lt8N5nSY1EaiyeDRAIwcW;227115;4;2;['aesthetic rap', 'canadian hip hop', 'canadian trap', 'cloud rap', 'dark trap', 'ottawa rap'];2.0;;0.13387515911086995
43;bo en;1;spotify:artist:1EotkJocwHvhFOAsoOj1jJ;spotify:album:1a2UnYDnfK25QJKfgHNHnu;202874;Pale Machine;spotify:track:5XkTer2cNrqMAAYOiqwdJt;Miss You;98;0.743;0.672;3;-9.135;1;0.214;0.234;1.62e-05;0.869;0.506;115.977;audio_features;5XkTer2cNrqMAAYOiqwdJt;https://api.spotify.com/v1/tracks/5XkTer2cNrqMAAYOiqwdJt;https://api.spotify.com/v1/audio-analysis/5XkTer2cNrqMAAYOiqwdJt;202875;4;2;['experimental pop', 'pov: indie'];2.0;;0.12203938207443184
44;bo en;1;spotify:artist:1EotkJocwHvhFOAsoOj1jJ;spotify:album:7n6zRzTrGPIHt0kRvmWoya;237500;Pale Machine Expansion Pack Singles;spotify:track:5hs2nY40aeqM0mpP8SBOon;Money Won't Pay;99;0.784;0.715;6;-5.675;1;0.0664;0.218;0.0;0.415;0.846;119.995;audio_features;5hs2nY40aeqM0mpP8SBOon;https://api.spotify.com/v1/tracks/5hs2nY40aeqM0mpP8SBOon;https://api.spotify.com/v1/audio-analysis/5hs2nY40aeqM0mpP8SBOon;237500;4;2;['experimental pop', 'pov: indie'];2.0;;0.2707073203921357
45;bo en;1;spotify:artist:1EotkJocwHvhFOAsoOj1jJ;spotify:album:7n6zRzTrGPIHt0kRvmWoya;218374;Pale Machine Expansion Pack Singles;spotify:track:0tOyrixMQ17NUznPIxYtVD;I'll Fall;0;0.823;0.46;9;-8.114;0;0.114;0.527;1.96e-06;0.0548;0.522;119.935;audio_features;0tOyrixMQ17NUznPIxYtVD;https://api.spotify.com/v1/tracks/0tOyrixMQ17NUznPIxYtVD;https://api.spotify.com/v1/audio-analysis/0tOyrixMQ17NUznPIxYtVD;218375;4;3;['experimental pop', 'pov: indie'];2.0;;0.15438318628248196
46;Cigarettes After Sex;1;spotify:artist:1QAJqy2dA3ihHBFIHRphZj;spotify:album:6w9osZGOS8B7XWW51SBwFT;286293;I.;spotify:track:3GhsBdS9ulPK3KCdwHRPhG;Nothing's Gonna Hurt You Baby;1;0.509;0.331;4;-14.083;1;0.0267;0.272;0.136;0.114;0.0957;96.848;audio_features;3GhsBdS9ulPK3KCdwHRPhG;https://api.spotify.com/v1/tracks/3GhsBdS9ulPK3KCdwHRPhG;https://api.spotify.com/v1/audio-analysis/3GhsBdS9ulPK3KCdwHRPhG;286293;4;3;['ambient pop', 'dream pop', 'el paso indie', 'shoegaze'];2.0;;0.03905710056937564
47;Cigarettes After Sex;1;spotify:artist:1QAJqy2dA3ihHBFIHRphZj;spotify:album:5MdPMGnu8UZlDrrF0nQEKL;311000;Affection;spotify:track:4eVNSHRazoHgfYGv3AYFyZ;Affection;2;0.415;0.425;7;-11.232;1;0.025;0.497;0.908;0.105;0.248;89.839;audio_features;4eVNSHRazoHgfYGv3AYFyZ;https://api.spotify.com/v1/tracks/4eVNSHRazoHgfYGv3AYFyZ;https://api.spotify.com/v1/audio-analysis/4eVNSHRazoHgfYGv3AYFyZ;311000;4;3;['ambient pop', 'dream pop', 'el paso indie', 'shoegaze'];2.0;;0.07530087105475895
48;dandelion hands;1;spotify:artist:6mOWFF6HJ6krnIpW0CHLQm;spotify:album:68WgULHIkX1dsZYsFPOWWR;167126;It's All In Your Head;spotify:track:4mlqHOqOXja92BT4M51lkj;I Like You;3;0.35;0.1;4;-18.491;1;0.0328;0.989;0.545;0.11;0.135;108.74;audio_features;4mlqHOqOXja92BT4M51lkj;https://api.spotify.com/v1/tracks/4mlqHOqOXja92BT4M51lkj;https://api.spotify.com/v1/audio-analysis/4mlqHOqOXja92BT4M51lkj;167126;4;3;['lo-fi emo', 'lo-fi indie', 'pov: indie'];2.0;;0.014154678189209248
49;Sports;1;spotify:artist:4AGNJdJiVltImYk1UTLE0K;spotify:album:5mzRPtsvAzLBqyYtjH6gMs;252800;Naked All the Time;spotify:track:52OKylOQQSETWtXncZN3L7;Strange to Hear;4;0.537;0.344;9;-14.782;0;0.0322;0.849;0.957;0.118;0.242;176.16;audio_features;52OKylOQQSETWtXncZN3L7;https://api.spotify.com/v1/tracks/52OKylOQQSETWtXncZN3L7;https://api.spotify.com/v1/audio-analysis/52OKylOQQSETWtXncZN3L7;252800;4;3;['tulsa indie'];2.0;;0.03325063931774401
50;The Kooks;1;spotify:artist:1GLtl8uqKmnyCWxHmw9tL4;spotify:album:22F5JWqnUh0qchqI2wQfS0;308569;Listen;spotify:track:3hyi4CYvZ3K6EqAI2ja7pl;Sweet Emotion;5;0.766;0.825;10;-5.266;0;0.0706;0.0498;0.000137;0.104;0.583;98.007;audio_features;3hyi4CYvZ3K6EqAI2ja7pl;https://api.spotify.com/v1/tracks/3hyi4CYvZ3K6EqAI2ja7pl;https://api.spotify.com/v1/audio-analysis/3hyi4CYvZ3K6EqAI2ja7pl;308569;4;3;['brighton indie', 'garage rock', 'modern rock', 'rock'];2.0;;0.29744042981251406
51;Xiu Xiu;1;spotify:artist:5JLqvjW3Nyom2OsRUyFsS9;spotify:album:4ukM0IdJpt2NL8F8kDebS7;133373;A Promise;spotify:track:3Ex4oMC0UeAQNAG78AuVfi;Pink City;6;0.15;0.671;7;-6.193;1;0.0856;0.00485;0.0693;0.287;0.188;137.046;audio_features;3Ex4oMC0UeAQNAG78AuVfi;https://api.spotify.com/v1/tracks/3Ex4oMC0UeAQNAG78AuVfi;https://api.spotify.com/v1/audio-analysis/3Ex4oMC0UeAQNAG78AuVfi;133373;3;3;['art pop', 'bay area indie', 'dream pop', 'experimental', 'experimental pop', 'experimental rock', 'grave wave', 'lo-fi', 'noise pop'];2.0;;0.24027024985383325
